	name2	chrom	cdsStart	cdsEnd
1901248	JAG2	chr14	105140982	105168824
1901381	NUDT14	chr14	105172938	105181323
1901431	BRF1	chr14	105209286	105315589
1901848	BTBD6	chr14	105248490	105251093
1901919	PACS2	chr14	105300563	105398147
1902208	TEX22	chr14	105398538	105450106
1902239	AL928654.1	chr14	105416884	105419739
1902255	MTA1	chr14	105419820	105470729
1902631	AL928654.2	chr14	105467793	105470617
1902635	CRIP2	chr14	105472962	105480170
1902755	CRIP1	chr14	105486317	105488947
1902817	TEDC1	chr14	105489855	105499575
1903102	TMEM121	chr14	105526583	105530202
1903124	IGHA2	chr14	105583731	105588395
1903147	IGHE	chr14	105597691	105601728
1903174	IGHG4	chr14	105620506	105626066
1903201	IGHG2	chr14	105639559	105644790
1903228	COPDA1	chr14	105647924	105649057
1903233	IGHGP	chr14	105664633	105669843
1903241	IGHA1	chr14	105703995	105708665
1903264	IGHEP1	chr14	105721794	105722527
1903268	IGHG1	chr14	105736343	105743071
1903308	IGHG3	chr14	105764503	105771405
1903347	IGHD	chr14	105836765	105845678
1903380	IGHM	chr14	105851705	105856218
1903407	IGHJ6	chr14	105863198	105863258
1903411	IGHJ3P	chr14	105863416	105863465
1903414	IGHJ5	chr14	105863814	105863862
1903418	IGHJ4	chr14	105864215	105864260
1903422	IGHJ3	chr14	105864587	105864635
1903426	IGHJ2P	chr14	105864793	105864852
1903429	IGHJ2	chr14	105865199	105865250
1903433	IGHJ1	chr14	105865407	105865458
1903437	IGHD7-27	chr14	105865551	105865561
1903441	IGHJ1P	chr14	105865624	105865678
1903444	IGHD1-26	chr14	105881034	105881053
1903448	IGHD6-25	chr14	105881539	105881556
1903452	IGHD5-24	chr14	105883903	105883922
1903456	IGHD4-23	chr14	105884870	105884888
1903460	IGHD3-22	chr14	105886031	105886061
1903464	IGHD2-21	chr14	105888551	105888578
1903468	AC246787.2	chr14	105890084	105896577
1903477	IGHD1-20	chr14	105891191	105891207
1903481	IGHD6-19	chr14	105891699	105891719
1903485	IGHD5-18	chr14	105893542	105893561
1903489	IGHD4-17	chr14	105894508	105894523
1903493	IGHD3-16	chr14	105895634	105895670
1903497	IGHD2-15	chr14	105897957	105897987
1903501	IGHD1-14	chr14	105900638	105900654
1903505	IGHD6-13	chr14	105901142	105901162
1903509	IGHD5-12	chr14	105902649	105902671
1903513	IGHD4-11	chr14	105903616	105903631
1903517	IGHD3-10	chr14	105904497	105904527
1903523	IGHD3-9	chr14	105904681	105904711
1903529	IGHD2-8	chr14	105907211	105907241
1903533	IGHD1-7	chr14	105909907	105909923
1903537	IGHD6-6	chr14	105910410	105910427
1903541	IGHD5-5	chr14	105912257	105912276
1903545	IGHD4-4	chr14	105913222	105913237
1903549	IGHD3-3	chr14	105914359	105914389
1903553	IGHD2-2	chr14	105916826	105916856
1903557	FAM30A	chr14	105917979	105932642
1903586	IGHD1-1	chr14	105919502	105919518
1903590	IGHV6-1	chr14	105939756	105940253
1903598	IGHVII-1-1	chr14	105945210	105945389
1903601	IGHV1-2	chr14	105986582	105987083
1903609	IGHVIII-2-1	chr14	106001534	106001824
1903612	IGHV1-3	chr14	106005095	106005574
1903620	IGHV4-4	chr14	106011922	106012420
1903628	IGHV7-4-1	chr14	106025145	106025630
1903636	IGHV2-5	chr14	106037902	106038365
1903644	IGHVIII-5-1	chr14	106039666	106039764
1903647	IGHVIII-5-2	chr14	106045600	106045860
1903650	IGHV3-6	chr14	106055549	106055998
1903654	IGHV3-7	chr14	106062151	106062683
1903662	IGHV3-64D	chr14	106088122	106088573
1903669	IGHV5-10-1	chr14	106107972	106108464
1903677	IGHV3-11	chr14	106116635	106117204
1903685	IGHVIII-11-1	chr14	106120207	106120473
1903688	IGHV1-12	chr14	106122420	106122709
1903692	IGHV3-13	chr14	106129540	106130072
1903700	IGHVIII-13-1	chr14	106142287	106142577
1903703	IGHV1-14	chr14	106145891	106146131
1903706	IGHV3-15	chr14	106153624	106154163
1903714	IGHVII-15-1	chr14	106163583	106163802
1903717	IGHV3-16	chr14	106165205	106165730
1903725	IGHVIII-16-1	chr14	106170749	106171052
1903728	IGHV1-17	chr14	106174342	106174760
1903732	IGHV1-18	chr14	106184901	106185394
1903740	IGHV3-19	chr14	106196700	106196990
1903743	AC247036.1	chr14	106206603	106208571
1903747	IGHV3-20	chr14	106210936	106211453
1903755	IGHV3-21	chr14	106235064	106235594
1903763	IGHV3-22	chr14	106257762	106258223
1903767	IGHVII-22-1	chr14	106263362	106263626
1903770	IGHVIII-22-2	chr14	106264688	106264715
1903773	IGHV3-23	chr14	106268606	106269140
1903781	IGHV1-24	chr14	106276548	106277043
1903789	LINC00226	chr14	106287674	106288828
1903796	IGHV3-25	chr14	106289029	106289479
1903800	IGHVIII-25-1	chr14	106293568	106293808
1903803	IGHV2-26	chr14	106301396	106301862
1903811	IGHVIII-26-1	chr14	106309417	106309666
1903814	IGHVII-26-2	chr14	106314651	106314975
1903817	IGHV7-27	chr14	106317823	106318236
1903821	IGHV4-28	chr14	106324254	106324760
1903829	IGHVII-28-1	chr14	106329432	106329684
1903832	IGHV3-32	chr14	106331106	106331563
1903836	IGHV3-30	chr14	106335082	106335613
1903844	IGHVII-30-1	chr14	106342680	106342980
1903847	IGHV3-30-2	chr14	106344385	106344833
1903851	IGHV4-31	chr14	106349283	106349792
1903859	IGHVII-30-21	chr14	106354448	106354704
1903862	IGHV3-29	chr14	106356145	106356591
1903866	IGHV3-33	chr14	106359793	106360324
1903874	IGHVII-33-1	chr14	106367385	106367664
1903877	IGHV3-33-2	chr14	106369107	106369546
1903881	IGHV4-34	chr14	106373663	106374145
1903889	IGHV7-34-1	chr14	106377300	106377733
1903893	IGHV3-35	chr14	106389392	106389858
1903901	IGHV3-36	chr14	106392774	106393231
1903905	IGHV3-37	chr14	106396676	106397114
1903909	IGHV3-38	chr14	106410493	106411021
1903917	IGHVIII-38-1	chr14	106418018	106418299
1903920	IGHV4-39	chr14	106421711	106422218
1903928	IGHV7-40	chr14	106425359	106425654
1903931	IGHVII-40-1	chr14	106440950	106441007
1903934	IGHV3-41	chr14	106443133	106443583
1903938	IGHV3-42	chr14	106463256	106463691
1903942	IGHV3-43	chr14	106470264	106470800
1903950	IGHVII-43-1	chr14	106472791	106473000
1903953	IGHVIII-44	chr14	106478006	106478393
1903957	AC244452.3	chr14	106481424	106481706
1903960	LINC00221	chr14	106482435	106521073
1903980	IGHVIV-44-1	chr14	106489345	106489756
1903984	IGHVII-44-2	chr14	106494134	106494383
1903987	IGHV1-45	chr14	106506996	106507491
1903995	IGHV1-46	chr14	106511117	106511856
1904003	IGHVII-46-1	chr14	106515818	106515854
1904006	IGHV3-47	chr14	106518582	106519027
1904010	IGHVIII-47-1	chr14	106531141	106531471
1904013	IGHV3-48	chr14	106537810	106538344
1904021	IGHV3-49	chr14	106556936	106557477
1904029	IGHVII-49-1	chr14	106564375	106564598
1904032	IGHV3-50	chr14	106566117	106566555
1904036	IGHV5-51	chr14	106578744	106579236
1904044	IGHVIII-51-1	chr14	106583506	106583807
1904047	IGHVII-51-2	chr14	106584718	106584976
1904050	IGHV3-52	chr14	106586376	106586826
1904054	IGHV3-53	chr14	106592676	106593347
1904062	IGHVII-53-1	chr14	106599670	106599924
1904065	IGHV3-54	chr14	106601346	106601792
1904069	IGHV4-55	chr14	106606101	106606551
1904073	IGHV7-56	chr14	106609762	106610196
1904077	IGHV3-57	chr14	106618894	106619173
1904080	IGHV1-58	chr14	106622357	106622855
1904088	IGHV4-59	chr14	106627249	106627825
1904096	IGHV3-60	chr14	106631197	106631653
1904100	IGHVII-60-1	chr14	106637718	106637973
1904103	IGHV4-61	chr14	106639119	106639657
1904111	IGHV3-62	chr14	106643142	106643585
1904115	IGHVII-62-1	chr14	106650551	106650785
1904118	IGHV3-63	chr14	106652237	106652681
1904122	IGHV3-64	chr14	106657725	106658258
1904130	IGHV3-65	chr14	106666092	106666532
1904134	IGHVII-65-1	chr14	106671772	106672073
1904137	IGHV3-66	chr14	106675017	106675544
1904145	IGHV1-67	chr14	106680603	106681042
1904149	IGHVII-67-1	chr14	106686517	106686562
1904152	IGHVIII-67-2	chr14	106687113	106687200
1904155	IGHVIII-67-3	chr14	106692657	106692888
1904158	IGHVIII-67-4	chr14	106695102	106695397
1904161	IGHV1-68	chr14	106703846	106704286
1904165	IGHV1-69	chr14	106714684	106715181
1904173	IGHV2-70D	chr14	106723574	106724093
1904181	IGHV3-69-1	chr14	106728163	106728615
1904185	IGHV1-69-2	chr14	106737110	106737547
1904192	IGHV1-69D	chr14	106762092	106762588
1904200	IGHV2-70	chr14	106770577	106771020
1904207	IGHV3-71	chr14	106775157	106775618
1904211	IGHV3-72	chr14	106790691	106791233
1904222	IGHV3-73	chr14	106802694	106803233
1904230	IGHV3-74	chr14	106810442	106811131
1904238	IGHVII-74-1	chr14	106821174	106821414
1904241	IGHV3-75	chr14	106823687	106824147
1904245	IGHV3-76	chr14	106827869	106828163
1904248	IGHVIII-76-1	chr14	106831767	106832052
1904251	IGHV5-78	chr14	106851123	106851417
1904254	IGHVII-78-1	chr14	106865627	106865895
1904257	IGHV3-79	chr14	106867660	106868092
1904261	IGHV4-80	chr14	106872783	106873186
1904265	IGHV7-81	chr14	106874583	106875071
1904273	IGHVIII-82	chr14	106879563	106879812
1904276	IGHV1OR15-9	chr15	19964666	19965101
1904283	IGHV1OR15-2	chr15	19972782	19973218
1904287	IGHV3OR15-7	chr15	19987656	19988117
1904294	IGHD5OR15-5A	chr15	20003840	20003862
1904298	IGHD4OR15-4A	chr15	20004797	20004815
1904302	IGHD3OR15-3A	chr15	20005905	20005935
1904306	IGHD2OR15-2A	chr15	20008402	20008432
1904310	IGHD1OR15-1A	chr15	20011153	20011169
1904314	AC087386.1	chr15	20128745	20147953
1904320	AC026495.2	chr15	20301481	20331583
1904325	AC026495.1	chr15	20344736	20359166
1904335	GOLGA6L6	chr15	20531856	20541800
1904359	IGHV1OR15-6	chr15	20639464	20639890
1904363	AC023310.4	chr15	20642799	20643448
1904366	AC012414.5	chr15	20729747	20756183
1904370	AC012414.3	chr15	20759311	20774794
1904374	AC012414.4	chr15	20773084	20774871
1904378	POTEB2	chr15	20835372	20866314
1904429	LINC01193	chr15	20940380	21058440
1904601	IGHD5OR15-5B	chr15	21010494	21010516
1904605	IGHD4OR15-4B	chr15	21011451	21011469
1904609	IGHD3OR15-3B	chr15	21012559	21012589
1904613	IGHD2OR15-2B	chr15	21015048	21015078
1904617	IGHD1OR15-1B	chr15	21017800	21017816
1904621	AC126335.1	chr15	21127698	21130095
1904625	AC068446.2	chr15	21298233	21325241
1904629	AC060814.5	chr15	21328380	21343881
1904633	AC060814.4	chr15	21342171	21343958
1904637	AC060814.3	chr15	21368459	21370621
1904640	POTEB3	chr15	21408243	21440451
1904714	AC183088.3	chr15	21514144	21544394
1904719	LINC02203	chr15	21552815	21557161
1904724	AC135068.1	chr15	21637909	21638992
1904732	AC135068.3	chr15	21651844	21652968
1904740	AC135068.7	chr15	21703428	21705627
1904744	AC135068.8	chr15	21717808	21718245
1904751	AC135068.9	chr15	21735506	21735945
1904755	AC135068.2	chr15	21742364	21742799
1904762	AC134981.1	chr15	21752278	21752710
1904766	POTEB	chr15	21846329	21877703
1904831	AC134980.2	chr15	21990074	22059831
1904867	OR4M2	chr15	22070241	22083221
1904879	OR4N4	chr15	22094522	22095472
1904886	AC010760.1	chr15	22145939	22148226
1904890	IGHV1OR15-1	chr15	22160431	22160868
1904897	IGHV1OR15-3	chr15	22178107	22178542
1904901	IGHV4OR15-8	chr15	22184967	22185402
1904908	IGHV1OR15-4	chr15	22194885	22195317
1904912	GOLGA6L22	chr15	22458903	22469230
1904962	AC138649.1	chr15	22757841	22778741
1904977	NIPA1	chr15	22773063	22829789
1905066	NIPA2	chr15	22838641	22868384
1905184	CYFIP1	chr15	22867052	22981063
1905468	TUBGCP5	chr15	22983192	23039572
1905673	GOLGA6L1	chr15	23127066	23136822
1905697	GOLGA8S	chr15	23354748	23367231
1905759	AC100756.4	chr15	23403848	23407335
1905763	GOLGA6L2	chr15	23439038	23447243
1905848	MKRN3	chr15	23565674	23630075
1905909	AC126407.1	chr15	23567264	23569657
1905913	MAGEL2	chr15	23643549	23647867
1905921	NDN	chr15	23685400	23687305
1905929	AC087490.1	chr15	23757115	23856375
1905934	PWRN4	chr15	23912411	24090821
1905979	PWRN1	chr15	24101827	24823365
1906446	PWRN2	chr15	24162754	24169948
1906456	AC087463.1	chr15	24206784	24225854
1906461	AC087463.2	chr15	24238145	24240192
1906465	AC087463.3	chr15	24341729	24343464
1906469	NPAP1	chr15	24675704	24683393
1906477	SNRPN	chr15	24823637	24978723
1906761	AC090983.1	chr15	24848355	24852253
1906768	SNURF	chr15	24954986	24977850
1906812	SNHG14	chr15	24978583	25420336
1909870	AC124312.2	chr15	25027736	25032047
1909874	AC124312.3	chr15	25087661	25088896
1909877	AC124312.5	chr15	25091786	25107469
1909881	UBE3A	chr15	25333728	25439051
1910437	AC100774.1	chr15	25345633	25347235
1910440	LINC02250	chr15	25456271	25578813
1910474	ATP10A	chr15	25677273	25865172
1910617	AC023449.2	chr15	25708470	25710869
1910620	AC016266.1	chr15	25865295	25877211
1910624	LINC02346	chr15	25902119	26053123
1910677	AC100836.1	chr15	26050538	26052276
1910681	LINC00929	chr15	26115726	26134001
1910812	AC012060.1	chr15	26261669	26265918
1910816	LINC02248	chr15	26395037	26455217
1910839	AC009878.2	chr15	26403480	26477840
1910847	GABRB3	chr15	26543546	26939539
1911171	AC009878.1	chr15	26557598	26557937
1911174	AC011196.1	chr15	26657030	26658763
1911178	GABRA5	chr15	26866911	26949208
1911343	GABRG3	chr15	26971181	27541984
1911443	GABRG3-AS1	chr15	27038978	27161319
1911464	AC144833.1	chr15	27362310	27366398
1911467	AC104002.1	chr15	27418796	27420735
1911471	AC104002.2	chr15	27422381	27428338
1911475	AC104002.3	chr15	27483035	27541991
1911482	AC021979.1	chr15	27621534	27629289
1911487	AC021979.3	chr15	27662715	27667273
1911491	AC021979.2	chr15	27684498	27685768
1911495	OCA2	chr15	27754875	28099315
1911632	AC090696.1	chr15	27775621	27776798
1911636	HERC2	chr15	28111040	28322172
1912016	GOLGA8F	chr15	28378621	28392018
1912125	GOLGA8G	chr15	28519611	28533014
1912257	GOLGA8M	chr15	28701954	28738384
1912307	GOLGA8M	chr15	28719377	28738431
1912311	GOLGA6L7	chr15	28841833	28848675
1912342	AC174469.1	chr15	28881667	28884655
1912346	APBA2	chr15	28884483	29118315
1912589	AC127522.1	chr15	28970196	28977464
1912593	FAM189A1	chr15	29120254	29570723
1912643	NSMCE3	chr15	29264989	29269822
1912651	AC107980.1	chr15	29373602	29376956
1912654	AC102941.1	chr15	29609676	29611212
1912657	AC102941.2	chr15	29664477	29669482
1912661	AC022613.1	chr15	29674990	29680957
1912668	TJP1	chr15	29699367	29968865
1913029	AC022613.3	chr15	29728186	29729531
1913032	AC022613.2	chr15	29822631	29824081
1913035	AC111152.2	chr15	30005443	30045848
1913039	GOLGA8J	chr15	30083053	30093499
1913091	GOLGA8T	chr15	30135149	30145567
1913142	AC120045.1	chr15	30170563	30179943
1913149	LINC02249	chr15	30195809	30217552
1913160	CHRFAM7A	chr15	30357766	30393849
1913266	GOLGA8R	chr15	30403740	30414162
1913311	AC127502.2	chr15	30487963	30490313
1913314	AC026150.1	chr15	30540093	30545969
1913319	GOLGA8Q	chr15	30552078	30562501
1913366	GOLGA8H	chr15	30604126	30614561
1913409	AC026150.3	chr15	30607695	30608193
1913412	AC091057.3	chr15	30616958	30617749
1913415	AC091057.2	chr15	30616998	30625773
1913419	AC091057.6	chr15	30624494	30649529
1913466	ARHGAP11B	chr15	30624548	30685606
1913533	FAN1	chr15	30890559	30943108
1914076	MTMR10	chr15	30938941	30991628
1914303	AC009562.1	chr15	30992171	31042302
1914317	TRPM1	chr15	31001061	31161273
1914723	LINC02352	chr15	31215622	31224445
1914733	AC012236.1	chr15	31221999	31230838
1914756	KLF13	chr15	31326835	31435665
1914795	OTUD7A	chr15	31475398	31870789
1914866	CHRNA7	chr15	31923438	32173018
1915407	AC139426.2	chr15	32359538	32367784
1915412	GOLGA8K	chr15	32392782	32403292
1915458	GOLGA8O	chr15	32441914	32455634
1915519	LINC02256	chr15	32536047	32587613
1915527	AC123768.4	chr15	32583612	32584312
1915530	AC123768.3	chr15	32585524	32615158
1915544	GOLGA8N	chr15	32593456	32607310
1915659	AC123768.2	chr15	32613733	32615111
1915664	ARHGAP11A	chr15	32615144	32639941
1915829	AC123768.5	chr15	32624106	32641615
1915836	SCG5	chr15	32641676	32697098
1915930	AC123768.1	chr15	32656084	32673065
1915940	AC090877.2	chr15	32717270	32719007
1915946	GREM1	chr15	32718004	32745106
1915987	FMN1	chr15	32765545	33194733
1916257	AC055874.1	chr15	33293568	33310659
1916273	RYR3	chr15	33310945	33866121
1917711	AC010809.3	chr15	33850538	33851178
1917714	AC010809.2	chr15	33851785	33856809
1917719	AC010809.1	chr15	33858602	33864825
1917723	AVEN	chr15	33866227	34039204
1917758	CHRM5	chr15	33968720	34067457
1917786	AC009268.2	chr15	33972059	33972515
1917789	AC009268.3	chr15	33985406	33988268
1917793	EMC7	chr15	34084017	34101862
1917836	PGBD4	chr15	34102083	34108686
1917844	KATNBL1	chr15	34140674	34210096
1918021	EMC4	chr15	34225013	34230156
1918152	SLC12A6	chr15	34229784	34338060
1918884	AC079203.2	chr15	34255286	34257832
1918888	NOP10	chr15	34341713	34343177
1918907	NUTM1	chr15	34343315	34357737
1918988	LPCAT4	chr15	34358633	34367196
1919098	GOLGA8A	chr15	34379068	34437466
1919205	GOLGA8B	chr15	34525207	34588503
1919369	LINC02252	chr15	34651135	34671095
1919377	AC100834.2	chr15	34657736	34670512
1919382	GJD2	chr15	34751032	34754998
1919392	AC087457.1	chr15	34755084	34813505
1919407	ACTC1	chr15	34790230	34795549
1919454	AQR	chr15	34851782	34969742
1919630	ZNF770	chr15	34978341	34988287
1919649	AC114546.1	chr15	34993646	35003221
1919653	AC114546.2	chr15	35007844	35011191
1919660	NANOGP8	chr15	35084193	35085110
1919675	AC021231.1	chr15	35099022	35169698
1919679	DPH6	chr15	35217345	35546193
1919769	DPH6-DT	chr15	35546154	35860199
1919785	LINC02853	chr15	35919892	36049537
1919795	AC021351.1	chr15	35939167	36252257
1919813	AC087516.1	chr15	36341739	36344166
1919816	AC087516.2	chr15	36438972	36471016
1919834	C15orf41	chr15	36579626	36810248
1920240	AC013640.1	chr15	36641186	36669097
1920245	AC018563.1	chr15	36876379	36887035
1920258	MEIS2	chr15	36889204	37101299
1920712	AC078909.1	chr15	37099339	37100173
1920716	AC078909.2	chr15	37109587	37109984
1920719	AC068875.1	chr15	37364020	37490864
1920740	TMCO5A	chr15	37921939	37967724
1920899	LINC02345	chr15	37980676	38062340
1920928	LINC01852	chr15	38068812	38072990
1920943	AC087473.1	chr15	38139595	38226897
1920961	SPRED1	chr15	38252836	38357249
1921002	FAM98B	chr15	38454127	38487710
1921056	RASGRP1	chr15	38488103	38565575
1921410	AC116158.3	chr15	38493308	38499985
1921414	AC116158.1	chr15	38502853	38504981
1921417	AC116158.2	chr15	38524070	38534655
1921422	LINC02694	chr15	38628005	39180499
1921466	AC022929.1	chr15	38756552	38759413
1921472	AC022929.2	chr15	38851306	38853432
1921475	AC013652.1	chr15	38865322	39427195
1921517	AC087878.1	chr15	39019193	39026521
1921526	AC113146.1	chr15	39167676	39180048
1921543	C15orf54	chr15	39250684	39254845
1921550	AC013652.2	chr15	39300418	39310782
1921558	AC109630.1	chr15	39472703	39497074
1921666	AC022196.1	chr15	39512335	39519954
1921677	THBS1	chr15	39581079	39599466
1921758	AC037198.1	chr15	39586561	39587293
1921761	AC037198.2	chr15	39588357	39588882
1921764	FSIP1	chr15	39588357	39782841
1921825	AC023908.3	chr15	39782571	39785617
1921828	GPR176	chr15	39799032	39920892
1921875	AC023908.1	chr15	39813223	39815429
1921880	GPR176-DT	chr15	39921042	39925880
1921886	EIF2AK4	chr15	39934115	40035591
1922145	SRP14	chr15	40035690	40039181
1922222	SRP14-AS1	chr15	40039242	40076539
1922264	AC021755.2	chr15	40075204	40078704
1922268	AC021755.3	chr15	40078892	40079347
1922271	BMF	chr15	40087890	40108892
1922383	BMF-AS1	chr15	40088832	40089386
1922387	BUB1B	chr15	40161023	40221136
1922555	PAK6	chr15	40217428	40277487
1922860	AC020658.4	chr15	40226386	40227069
1922863	AC020658.3	chr15	40232082	40236109
1922866	C15orf56	chr15	40250664	40252969
1922872	PLCB2	chr15	40278176	40307935
1923188	ANKRD63	chr15	40281444	40282586
1923195	AC020658.5	chr15	40285468	40285909
1923198	PLCB2-AS1	chr15	40300670	40301820
1923202	AC020658.2	chr15	40312615	40316634
1923205	INAFM2	chr15	40323692	40326715
1923216	CCDC9B	chr15	40331452	40340967
1923308	PHGR1	chr15	40351033	40356434
1923325	DISP2	chr15	40358219	40378621
1923356	AC013356.4	chr15	40368925	40369640
1923360	KNSTRN	chr15	40382721	40394246
1923602	IVD	chr15	40405485	40435947
1923839	BAHD1	chr15	40439721	40468236
1923897	AC013356.3	chr15	40453444	40454639
1923902	AC013356.2	chr15	40464193	40466726
1923907	CHST14	chr15	40470998	40474571
1923924	AC091045.1	chr15	40488041	40558019
1923934	CCDC32	chr15	40528683	40565057
1924107	RPUSD2	chr15	40569299	40574949
1924135	KNL1	chr15	40594020	40664342
1924407	AC022405.1	chr15	40642933	40646857
1924411	RAD51-AS1	chr15	40686183	40695107
1924431	RAD51	chr15	40694774	40732340
1924653	RMDN3	chr15	40735884	40755851
1924825	GCHFR	chr15	40764068	40767708
1924886	DNAJC17	chr15	40765161	40807478
1925077	C15orf62	chr15	40769980	40772449
1925085	ZFYVE19	chr15	40807086	40815084
1925355	PPP1R14D	chr15	40815445	40828709
1925384	SPINT1-AS1	chr15	40835808	40844387
1925403	SPINT1	chr15	40844018	40858207
1925559	RHOV	chr15	40872214	40874234
1925571	AC025166.1	chr15	40874433	40874595
1925574	VPS18	chr15	40894450	40903975
1925618	AC020661.1	chr15	40906811	40910337
1925626	DLL4	chr15	40929340	40939073
1925663	CHAC1	chr15	40952962	40956512
1925697	INO80	chr15	40978880	41116280
1926081	AC020661.3	chr15	40999274	41004865
1926085	AC020661.2	chr15	41011597	41013300
1926089	INO80-AS1	chr15	41016807	41027893
1926098	AC020661.4	chr15	41016990	41018843
1926101	EXD1	chr15	41182725	41230743
1926175	CHP1	chr15	41230839	41281887
1926296	OIP5-AS1	chr15	41283990	41309737
1926346	OIP5	chr15	41309273	41332591
1926371	NUSAP1	chr15	41320794	41381050
1926628	AC087721.1	chr15	41343080	41344225
1926632	NDUFAF1	chr15	41387353	41402519
1926681	RTF1	chr15	41408408	41483563
1926761	ITPKA	chr15	41493393	41503551
1926807	LTK	chr15	41503637	41513887
1926996	RPAP1	chr15	41517176	41544269
1927218	TYRO3	chr15	41557675	41583589
1927363	AC016134.1	chr15	41609457	41630908
1927414	MGA	chr15	41621224	41773081
1927709	AC073657.1	chr15	41770756	41772732
1927716	MAPKBP1	chr15	41774434	41827855
1928142	AC020659.2	chr15	41825099	41827936
1928150	JMJD7	chr15	41828092	41837581
1928220	PLA2G4B	chr15	41837775	41848147
1928348	SPTBN5	chr15	41848146	41894053
1928493	AC020659.1	chr15	41892777	41899528
1928539	EHD4	chr15	41895933	41972557
1928561	AC039056.2	chr15	41908204	41908714
1928564	EHD4-AS1	chr15	41921417	41929286
1928570	PLA2G4E-AS1	chr15	41972763	41999094
1928576	PLA2G4E	chr15	41981582	42051190
1928638	AC039056.1	chr15	42006132	42010117
1928643	PLA2G4D	chr15	42067009	42094562
1928700	PLA2G4F	chr15	42139034	42156636
1928880	VPS39	chr15	42158701	42208316
1929051	AC036103.1	chr15	42208413	42226990
1929062	TMEM87A	chr15	42210447	42273584
1929331	GANC	chr15	42273233	42356935
1929527	CAPN3	chr15	42359500	42412318
1930047	ZNF106	chr15	42412823	42491141
1930331	SNAP23	chr15	42491233	42545356
1930631	AC018362.1	chr15	42497394	42532840
1930640	LRRC57	chr15	42537820	42548802
1930710	HAUS2	chr15	42548828	42569994
1930875	AC018362.2	chr15	42567031	42569994
1930882	STARD9	chr15	42575606	42720998
1931031	CDAN1	chr15	42723544	42737128
1931192	AC090510.3	chr15	42724102	42724922
1931195	AC090510.2	chr15	42726583	42727211
1931198	TTBK2	chr15	42738730	42920809
1931374	AC090510.1	chr15	42739118	42743202
1931382	AC090510.4	chr15	42749081	42749936
1931386	UBR1	chr15	42942897	43106113
1931663	AC068724.3	chr15	43106225	43185779
1931671	TMEM62	chr15	43123279	43185144
1931847	AC068724.1	chr15	43184079	43185141
1931851	CCNDBP1	chr15	43185118	43197177
1932086	EPB42	chr15	43197227	43221125
1932234	TGM5	chr15	43232590	43266928
1932396	TGM7	chr15	43276271	43302255
1932431	AC009852.1	chr15	43302096	43302772
1932435	LCMT2	chr15	43323649	43330582
1932452	ADAL	chr15	43330657	43354555
1932611	ZSCAN29	chr15	43358172	43371025
1932704	TUBGCP4	chr15	43369221	43409771
1932907	TP53BP1	chr15	43403061	43510728
1933315	MAP1A	chr15	43510958	43531620
1933352	PPIP5K1	chr15	43533462	43590253
1934045	CKMT1B	chr15	43593054	43604901
1934220	STRC	chr15	43599563	43618800
1934567	CATSPER2	chr15	43628503	43668118
1934757	AC011330.2	chr15	43642389	43643023
1934760	CKMT1A	chr15	43692886	43699222
1934870	PDIA3	chr15	43746410	43773278
1934971	ELL3	chr15	43772605	43777315
1935052	SERF2	chr15	43777087	43802589
1935234	SERINC4	chr15	43794162	43800221
1935358	HYPK	chr15	43796142	43803043
1935402	MFAP1	chr15	43804492	43824690
1935430	WDR76	chr15	43826980	43868412
1935515	FRMD5	chr15	43870761	44195271
1935820	CASC4	chr15	44288719	44415758
1935974	AC090519.2	chr15	44387320	44390451
1935978	AC025043.1	chr15	44402685	44427144
1935985	CTDSPL2	chr15	44427622	44529038
1936145	AC025430.1	chr15	44516650	44517483
1936149	EIF3J-DT	chr15	44527257	44537046
1936174	EIF3J	chr15	44537125	44563029
1936260	AC009996.1	chr15	44557829	44559188
1936264	SPG11	chr15	44562696	44663678
1936759	PATL2	chr15	44665732	44711316
1936916	B2M	chr15	44711487	44718877
1937031	TRIM69	chr15	44728988	44767829
1937166	AC122108.2	chr15	44778196	44778721
1937169	AC122108.1	chr15	44826540	44827094
1937173	TERB2	chr15	44956687	44979229
1937225	SORD	chr15	45023181	45077185
1937325	AC091117.2	chr15	45041716	45058707
1937331	AC091117.1	chr15	45073492	45074048
1937335	DUOX2	chr15	45092650	45114344
1937506	DUOXA2	chr15	45114326	45118421
1937547	DUOXA1	chr15	45117367	45129938
1937805	DUOX1	chr15	45129933	45165576
1938122	AC051619.6	chr15	45152664	45167526
1938126	SHF	chr15	45167214	45201175
1938268	AC051619.4	chr15	45170344	45199958
1938272	AC051619.7	chr15	45198517	45199139
1938275	AC051619.8	chr15	45200325	45200632
1938278	AC051619.5	chr15	45235930	45279251
1938298	SLC28A2	chr15	45252234	45277846
1938373	AC051619.11	chr15	45279423	45280474
1938377	GATM	chr15	45361124	45402327
1938505	AC025580.3	chr15	45378700	45380123
1938508	SPATA5L1	chr15	45402336	45421415
1938600	C15orf48	chr15	45430529	45448761
1938645	AC025580.1	chr15	45430652	45441808
1938650	AC025580.2	chr15	45448427	45513767
1938674	SLC30A4	chr15	45479606	45522755
1938700	AC090527.1	chr15	45558598	45562877
1938704	AC090527.3	chr15	45585757	45586304
1938707	BLOC1S6	chr15	45587214	45615945
1938941	SQOR	chr15	45631148	45691281
1939052	AC068722.2	chr15	45702640	45703183
1939055	AC068722.1	chr15	45705078	45931069
